Container,SzTpHt,A,Line,Location,Destination,Freight Kind,POD,Position,Booking,Category,Vessel / Voyage,Gross WT,Tare WT,,In Time,A,Holds,Commodity,Haz Details,Temp Req,Units,On Dock,OOG,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7044130,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580202,ZIMUVAN937854,EXPRT,ANAM / 09,30010,3900,,3-5-2020 2:46:16 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7051972,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380008,ZIMUVAN937854,EXPRT,ANAM / 09,29909,3900,,3-5-2020 1:39:35 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8643106,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380316,ZIMUVAN937854,EXPRT,ANAM / 09,29700,3900,,3-5-2020 2:02:34 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4411833,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500214,ZIMUVAN0081188,EXPRT,ANAM / 09,27464,3900,,3-5-2020 2:05:12 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8863585,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500014,ZIMUVAN0081188,EXPRT,ANAM / 09,27361,3860,,3-5-2020 2:06:34 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8505730,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380204,ZIMUVAN937854,EXPRT,ANAM / 09,29778,3890,,3-5-2020 1:28:39 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8936866,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380202,ZIMUVAN937854,EXPRT,ANAM / 09,29555,3900,,3-5-2020 1:31:28 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8934302,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380016,ZIMUVAN937854,EXPRT,ANAM / 09,30181,3900,,3-5-2020 1:33:39 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BEAU5330527,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380014,ZIMUVAN937854,EXPRT,ANAM / 09,29183,3700,,3-5-2020 1:34:30 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GVCU5324972,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380010,ZIMUVAN937854,EXPRT,ANAM / 09,29531,3840,,3-5-2020 1:38:01 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU1764380,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380116,ZIMUVAN937854,EXPRT,ANAM / 09,29306,3700,,3-5-2020 1:45:32 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6088031,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380114,ZIMUVAN937854,EXPRT,ANAM / 09,29142,3700,,3-5-2020 1:48:18 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU4303630,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380112,ZIMUVAN937854,EXPRT,ANAM / 09,29852,3750,,3-5-2020 1:49:55 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8944558,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580004,ZIMUVAN937854,EXPRT,ANAM / 09,29965,3900,,3-5-2020 2:59:42 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7178983,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500314,ZIMUVAN0081199,EXPRT,ANAM / 09,27965,3700,,3-5-2020 2:11:22 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8889208,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100116,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,4000,,3-1-2020 1:48:51 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8210087,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100010,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,4000,,3-1-2020 11:50:55 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8780742,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100210,ZIMUVAN0081292,EXPRT,ANAM / 09,29260,4000,,3-1-2020 10:28:18 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8427956,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380104,ZIMUVAN937854,EXPRT,ANAM / 09,29880,3890,,3-5-2020 1:58:16 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7049384,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380108,ZIMUVAN937854,EXPRT,ANAM / 09,28909,3900,,3-5-2020 1:54:21 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7156037,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500316,ZIMUVAN0081188,EXPRT,ANAM / 09,27760,3700,,3-5-2020 2:00:42 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7205461,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100312,ZIMUVAN0081292,EXPRT,ANAM / 09,29150,3701.31,,3-1-2020 9:01:29 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6045235,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100308,ZIMUVAN0081292,EXPRT,ANAM / 09,29180,4000,,3-1-2020 9:04:43 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8953863,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100408,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,3900,,3-1-2020 9:52:56 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8712927,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580006,ZIMUVAN937854,EXPRT,ANAM / 09,29970,3900,,3-5-2020 2:56:28 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6271314,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580108,ZIMUVAN937854,EXPRT,ANAM / 09,29150,3730,,3-5-2020 3:42:44 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU3212155,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110106,ZIMUMTL0084252,EXPRT,ANAM / 09,29217,2185,,3-5-2020 12:52:44 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU3163132,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110104,ZIMUMTL0084252,EXPRT,ANAM / 09,29232,2160,,3-5-2020 12:57:05 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCKU7152726,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380002,ZIMUVAN937854,EXPRT,ANAM / 09,29921,3700,,3-5-2020 1:43:49 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BMOU4519085,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380110,ZIMUVAN937854,EXPRT,ANAM / 09,30135,3860,,3-5-2020 1:52:09 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2750864,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300612,ZIMUVAN0081188,EXPRT,ANAM / 09,27233,3700,,3-5-2020 2:27:58 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7236267,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500402,ZIMUVAN0081188,EXPRT,ANAM / 09,27253,3700,,3-5-2020 2:16:55 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7134199,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500302,ZIMUVAN0081199,EXPRT,ANAM / 09,29290,3700,,3-5-2020 2:26:10 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8937425,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380312,ZIMUVAN937854,EXPRT,ANAM / 09,29942,3900,,3-5-2020 2:37:20 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6542610,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380308,ZIMUVAN937854,EXPRT,ANAM / 09,29241,3730,,3-5-2020 2:42:59 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8870743,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580204,ZIMUVAN937854,EXPRT,ANAM / 09,29150,3810,,3-5-2020 2:44:59 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8460039,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580014,ZIMUVAN937854,EXPRT,ANAM / 09,29671,3950,,3-5-2020 2:49:59 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2763603,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380206,ZIMUVAN937854,EXPRT,ANAM / 09,30036,3700,,3-5-2020 1:21:19 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6103223,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380106,ZIMUVAN937854,EXPRT,ANAM / 09,29921,3700,,3-5-2020 1:55:41 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8802065,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380102,ZIMUVAN937854,EXPRT,ANAM / 09,29238,3900,,3-5-2020 2:00:07 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6519668,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500414,ZIMUVAN0081188,EXPRT,ANAM / 09,27657,3730,,3-5-2020 2:02:57 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4561788,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580008,ZIMUVAN937854,EXPRT,ANAM / 09,29880,3900,,3-5-2020 2:55:01 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU2884540,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090104,ZIMUMTL0084252,EXPRT,ANAM / 09,29217,2185,,3-5-2020 12:53:07 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2780395,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-211110,ZIMUMTL0083980,EXPRT,ANAM / 09,29342,2280,,3-5-2020 1:16:40 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3019945,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-211112,ZIMUMTL0083980,EXPRT,ANAM / 09,29232,2180,,3-5-2020 1:13:43 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2303017,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301416,ZIMUVAN0081188,EXPRT,ANAM / 09,27271,3700,,3-5-2020 1:14:24 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3071373,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-210906,ZIMUMTL0083980,EXPRT,ANAM / 09,29202,2180,,3-5-2020 1:04:37 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU2252225,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231112,ZIMUMTL0083980,EXPRT,ANAM / 09,29237,2185,,3-5-2020 1:15:28 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU6797237,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580012,ZIMUVAN937854,EXPRT,ANAM / 09,29640,3890,,3-5-2020 2:52:48 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7189196,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580010,ZIMUVAN937854,EXPRT,ANAM / 09,29240,3700,,3-5-2020 2:53:41 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
